,Title,Author,Score,Ratings,Published
1328,Ariel,Sylvia Plath,4.2,74629,1965
1329,Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback,Robyn Davidson,3.92,15081,1980
1330,Boys in the Valley,Philip Fracassi,4.41,760,2023
1331,A Cryptic Clue (Hunter and Clewe #1),Victoria Gilbert,3.69,390,2023
1332,Captivating: Unveiling The Mystery Of A Woman's Soul,John Eldredge,3.92,79221,2004
1333,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.25,900014,2006
1334,Twilight at Moorington Cross: A Regency Romance,Abigail Wilson,3.89,840,2022
1335,Edible Economics: A Hungry Economist Explains the World,Ha-Joon Chang,3.85,679,2022
1336,"Yesterday&#39;s Treasures (Blueberry Beach, #1)",Jessie Gussman,4.38,2372,2021
1337,The Auschwitz Protocol (The Sikora Files #1),Jack Carnegie,4.53,742,2019
1338,Heavier Than Heaven: A Biography of Kurt Cobain,Charles R. Cross,4.11,30689,2001
1339,"Blind Side (Red Zone Rivals, #2)",Kandi Steiner,4.01,58356,2022
1340,"Charm (Crave, #5)",Tracy Wolff,4.29,21673,2022
1341,We Are All So Good at Smiling,Amber McBride,4.0,2505,2023
1342,Owner of a Lonely Heart: A Memoir,Beth Nguyen,3.75,237,2023
1343,"My Happy Marriage, Vol. 4 (light novel) (My Happy Marriage (novel))",Akumi Agitogi,4.15,166,2020
1344,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.05,75343,1995
1345,"Good Boy (WAGs, #1)",Sarina Bowen,4.03,22781,2017
1346,The Last Animal,Ramona Ausubel,3.62,1547,2023
1347,The Intelligent Investor,Benjamin Graham,4.25,122011,1949
1348,The High 5 Habit: Take Control of Your Life with One Simple Habit,Mel Robbins,4.29,8367,2021
1349,Crying in H Mart,Michelle Zauner,4.28,317570,2021
1350,"Vow of Thieves (Dance of Thieves, #2)",Mary E. Pearson,4.36,59233,2019
1351,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,4.26,165576,1915
1352,Falling Short,Ernesto Cisneros,4.19,1057,2022
1353,I've Got Your Number,Sophie Kinsella,3.94,221315,2011
1354,Yummy: A History of Desserts,Victoria Grace  Elliott,4.14,748,2021
1355,Overruled (The Defiant Kings #4),Bella  Matthews,4.65,685,2023
1356,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,3.94,219549,2005
1357,The Liars' Club,Mary Karr,3.93,66884,1995
1358,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3099098,2005
1359,A Killer’s Game (Daniela Vega #1),Isabella Maldonado,4.18,6741,2023
1360,"When Stars Collide (Chicago Stars, #9)",Susan Elizabeth Phillips,3.83,11956,2021
1361,Remedies for Disappearing,Alexa Patrick,4.36,14,2023
1362,The Writing Retreat,Julia Bartz,3.45,39740,2023
1363,Trillion,Winter Renshaw,4.13,4822,2020
1364,"Something is Killing the Children, Vol. 6",James Tynion IV,4.31,621,2023
1365,Last Night at the Telegraph Club,Malinda Lo,4.24,68059,2021
1366,Seventeen,Joe Gibson,4.5,92,2023
1367,Slip,Marika McCoola,3.55,1517,2022
1368,The Odyssey,Homer,3.8,1030837,-700
1369,Premier sang,Amélie Nothomb,3.82,4123,2021
1370,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.0,40763,2014
1371,"Bring Down the Stars (Beautiful Hearts, #1)",Emma   Scott,4.26,12309,2018
1372,Skandar et le cavalier fantôme - tome 2,A.F. Steadman,4.43,969,2023
1373,Unbreak My Heart: A Steamy Second Chance Romance,Jennifer Probst,3.88,153,2023
1374,Penance,Eliza  Clark,4.32,1602,2023
1375,"A Desolation Called Peace (Teixcalaan, #2)",Arkady Martine,4.34,23659,2021
1376,Slow AF Run Club: The Ultimate Guide for Anyone Who Wants to Run,Martinus Evans,4.41,448,2023
1377,The Masterpiece,Fiona  Davis,3.84,26149,2018
1378,"Home Game (Vegas Aces, #1)",Lisa Suzanne,3.76,6358,2021
1379,Misfits: A Personal Manifesto,Michaela Coel,4.19,4071,2021
1380,"Highball Rush (Bootleg Springs, #6)",Claire Kingsley,4.59,9956,2019
1381,A Good House for Children,Kate   Collins,3.8,620,2023
1382,Qui a tué mon père,Édouard Louis,4.13,11551,2018
1383,Happiness Becomes You: A Guide to Changing Your Life for Good,Tina   Turner,4.21,1817,2020
1384,Aniana del Mar Jumps In,Jasminne Mendez,4.15,285,2023
1385,Crow Mary,Kathleen Grissom,4.39,1669,2023
1386,The Way of Zen,Alan W. Watts,4.17,20406,1957
1387,Genghis Khan and the Making of the Modern World,Jack Weatherford,4.04,70208,2004
1388,The Innocents Abroad,Mark Twain,3.84,13691,1869
1389,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.83,45235,1975
1390,"Taking Shots (Assassins, #1)",Toni Aleo,3.91,22978,2011
1391,The Girl Who Survived,Lisa Jackson,3.98,20273,2022
1392,Batman: The Killing Joke,Alan Moore,4.36,207555,1988
1393,"Bishop&#39;s Flight (Elemental Covenant, #4)",Elizabeth   Hunter,4.72,448,2023
1394,The Offing,Benjamin Myers,4.26,11546,2019
1395,Saturday Night at the Lakeside Supper Club,J. Ryan Stradal,3.72,10491,2023
1396,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,4.58,3891556,1999
1397,Number the Stars,Lois Lowry,4.18,543310,1989
1398,The Great Displacement: Climate Change and the Next American Migration,Jake Bittle,4.32,711,2023
1399,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.09,1319828,1969
1400,The It Girl,Ruth Ware,3.87,173441,2022
1401,All Alone with You,Amelia Diane Coombs,4.29,95,2023
1402,Once Upon a Wardrobe,Patti Callahan Henry,4.36,16345,2021
1403,Autoboyography,Christina Lauren,4.15,52984,2017
1404,"Ready Player One (Ready Player One, #1)",Ernest Cline,4.23,1107686,2011
1405,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,4.04,52549,1997
1406,Eat a Peach,David Chang,3.9,24170,2020
1407,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,4.22,21001,1966
1408,"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",Patrick Radden Keefe,4.0,11667,2022
1409,"On Air with Zoe Washington (Zoe Washington, #2)",Janae Marks,4.29,636,2023
1410,"Built to Last: Successful Habits of Visionary Companies (Good to Great, 2)",James C. Collins,4.05,74632,1994
1411,"Perełka. Część 1 (Rodzina Monet, #3A)",Weronika Anna Marczak,4.15,7611,2023
1412,Happily Ever After Cookbook: Original Recipes for Book Lovers,Jana Aston,4.27,324,2022
1413,Don&#39;t Believe It,Charlie Donlea,4.22,20434,2018
1414,La teoría de los archipiélagos,Alice Kellen,3.91,9135,2022
1415,"Chainsaw Man, Vol. 1: Dog and Chainsaw",Tatsuki Fujimoto,4.39,62018,2019
1416,Atomic Habits: An Easy &amp; Proven Way to Build Good Habits &amp; Break Bad Ones,James Clear,4.37,676354,2018
1417,The Last Monument (Monument #1),Michael C. Grumley,4.13,16427,2020
1418,One Last Day of Summer,Shari Low,4.48,10396,2022
1419,"The Gatekeeper (Dez Limerick, #1)",James  Byrne,4.15,1402,2022
1420,"A Thief in ThunderClan (Warriors: Graphic Novels, #4)",Erin Hunter,4.11,250,2023
1421,Super Attractor: Methods for Manifesting a Life beyond Your Wildest Dreams,Gabrielle Bernstein,4.14,8643,2019
1422,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine N. Aron,3.86,45722,1997
1423,The Little Venice Bookshop,Rebecca Raisin,4.01,1643,2023
1424,I Survived: A True Story.,Victoria Cilliers,4.17,2508,2020
1425,Catherine the Great: Portrait of a Woman,Robert K. Massie,3.93,103071,2011
1426,"Mango and Peppercorns: A Memoir of Food, an Unlikely Family, and the American Dream",Tung Nguyen,3.79,1324,2021
1427,Good for a Girl: A Woman Running in a Man&#39;s World,Lauren Fleshman,4.53,7107,2023
1428,The Stable Boy of Auschwitz,Henry Oster,4.49,3460,2023
1429,"Moments of Malevolence (The Hunters, #1)",T.L.  Smith,3.88,1011,2023
1430,"Smile (Smile, #1)",Raina Telgemeier,4.24,260665,2009
1431,"That Forever Girl (Getting Lucky, #2)",Meghan Quinn,4.3,14584,2019
1432,Der große Sommer,Ewald Arenz,4.31,6836,2021
1433,The Summer Job,Lizzy Dent,3.57,14031,2021
1434,The Silver Palate Cookbook,Julee Rosso,4.0,22245,1982
1435,"Where'd You Go, Bernadette",Maria Semple,3.88,557763,2012
1436,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.15,812600,1964
1437,Write My Name Across the Sky,Barbara O\'Neal,4.29,34338,2021
1438,"The Betrayed (The Dawning of Muirwood, #3)",Jeff Wheeler,4.46,2956,2023
1439,Rita Hayworth and Shawshank Redemption,Stephen King,4.51,38163,1982
1440,The Things We Cannot Say,Kelly Rimmer,4.51,133022,2019
1441,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.2,573474,1934
1442,"Bad Friends (Friends, #1)",Aleksandra Negrońska,3.75,4235,2022
1443,Charlotte&#39;s Web,E.B. White,4.19,1746277,1952
1444,"Voices of the Dead (Raven, Fisher and Simpson #4)",Ambrose Parry,4.39,392,2023
1445,"Black Butler, Vol. 2 (Black Butler, #2)",Yana Toboso,4.46,31055,2007
1446,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,4.29,247788,2011
1447,The Late Americans,Brandon  Taylor,3.54,2486,2023
1448,The Unofficial Studio Ghibli Cookbook: 50+ Delicious Recipes Inspired by Your Favorite Japanese Animated Films,Jessica Yun,3.97,97,2022
1449,Good Housekeeping Easy Meal Prep: The Ultimate Playbook for Make-Ahead Meals,Good Housekeeping,3.43,69,2021
1450,Deadly Divination (Perfectly Proper Paranormal Museum #7),Kirsten Weiss,4.23,94,2023
1451,Trois,Valérie Perrin,4.28,11573,2021
1452,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,472618,2009
1453,All the Lies They Did Not Tell,Pablo Trincia,3.9,5148,2019
1454,L’As de pique,Morgane Moncomble,4.24,6191,2022
1455,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,751630,2000
1456,I Thought You Said This Would Work,Ann Garvin,4.15,17131,2021
1457,"The Book of Ichigo Ichie: The Art of Making the Most of Every Moment, the Japanese Way",Hector Garcia Puigcerver,3.93,5347,2018
1458,The Forgotten Girls: A Memoir of Friendship and Lost Promise in Rural America,Monica  Potts,4.02,1636,2023
1459,Daisy Darker,Alice Feeney,3.79,126131,2022
1460,The Little Italian Hotel,Phaedra Patrick,3.6,2870,2023
1461,Teenage Mutant Ninja Turtles: The Last Ronin,Kevin Eastman,4.38,4222,2022
1462,"Left Behind (Left Behind, #1)",Tim LaHaye,3.85,226875,1995
1463,"Game On: Tempting Twenty-Eight (Stephanie Plum, #28)",Janet Evanovich,4.11,44336,2021
1464,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,4.02,538476,2013
1465,The Edge of Sleep,Jake Emanuel,3.62,433,2023
1466,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,4.15,67405,2014
1467,The Outsiders,S.E. Hinton,4.12,1247836,1967
1468,Carrie,Stephen King,3.98,675321,1974
1469,"Cherish (Crave, #6)",Tracy Wolff,3.94,7814,2023
1470,"The Heart&#39;s Choice (The Jewels of Kalispell, #1)",Tracie Peterson,4.35,397,2023
1471,Howl and Other Poems,Allen Ginsberg,4.13,107820,1956
1472,Movie Star: They Always Say They&#39;re Single,Jessica Simpson,3.02,5750,2023
1473,Steeped in Malice (Tea by the Sea. #4),Vicki Delany,4.29,158,2023
1474,"今、恋をしています。 6 [Ima, Koi Wo Shite Imasu 6] (Ima Koi: Now I&#39;m in Love, #6)",Ayuko Hatta,4.5,284,2022
1475,Not Until Forever (Hope Springs #1),Valerie M. Bodden,4.45,1530,2019
1476,"Fortune Teller (Miss Fortune Mysteries, #25)",Jana Deleon,4.8,3183,2023
1477,Zero Days,Ruth Ware,3.72,19719,2023
1478,Clouds Over California,Karyn Parsons,3.86,21,2023
1479,A Lady&#39;s Guide to Scandal,Sophie Irwin,3.88,1348,2023
1480,The Great Gatsby,F. Scott Fitzgerald,3.93,4926249,1925
1481,Radio Silence,Alice Oseman,4.2,97034,2016
1482,What to Listen for in Music,Aaron Copland,3.95,8560,1939
1483,"Sorry I&#39;m Late, I Didn&#39;t Want to Come: An Introvert&#39;s Year of Living Dangerously",Jessica Pan,3.91,17754,2019
1484,Sadie Sprocket Builds a Rocket,Sue Fliess,3.62,3922,2021
1485,Sister Stardust,Jane Green,3.58,7862,2022
1486,The Memory of Animals,Claire Fuller,3.71,1400,2023
1487,SAKAMOTO DAYS 4,Yuto Suzuki,4.28,843,2021
1488,The Woods Are Waiting,Katherine  Greene,3.55,515,2023
1489,The Handmaid&#39;s Tale: The Graphic Novel,Renée Nault,4.22,20092,2019
1490,The War on the West,Douglas Murray,4.3,4839,2022
1491,"Eat for Life: The Breakthrough Nutrient-Rich Program for Longevity, Disease Reversal, and Sustained Weight Loss",Joel Fuhrman,4.14,448,2020
1492,"The Sisters of Sea View (On Devonshire Shores, #1)",Julie Klassen,4.24,2166,2022
1493,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,4.0,216462,2019
1494,青のフラッグ 8 [Ao no Flag 8],Kaito,4.35,4058,2020
1495,【推しの子】 12,Aka Akasaka,4.31,72,2023
1496,Living Untethered: Beyond the Human Predicament,Michael A. Singer,4.46,4665,2022
1497,Super-Infinite: The Transformations of John Donne,Katherine Rundell,4.21,1400,2022
1498,"In Service of Death (DCI Logan Crime Thrillers, #17)",J.D. Kirk,4.74,2603,2023
1499,Seabiscuit: An American Legend,Laura Hillenbrand,4.22,160546,1999
1500,The Diary of a Young Girl,Anne Frank,4.19,3539866,1947
1501,Lucky Red,Claudia Cravens,4.04,885,2023
1502,Avatar: The Last Airbender Chibis Volume 1--Aang&#39;s Unfreezing Day,Kelly Leigh Miller,4.1,195,2023
1503,Fraser (Minnesota Marshalls #1),Susan May Warren,4.59,654,2023
1504,The Only Survivors,Megan Miranda,3.59,31828,2023
1505,The Doll Factory,Elizabeth Macneal,3.78,22156,2019
1506,Seven Signs of Life: Stories from an Intensive Care Doctor,Aoife Abbey,3.91,1983,2019
1507,Lexington: The Extraordinary Life and Turbulent Times of America&#39;s Legendary Racehorse,Kim Wickens,4.44,81,2023
1508,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",Kirk Wallace Johnson,4.02,26312,2018
1509,The Crayons Go Back to School,Drew Daywalt,3.62,147,2023
1510,Light Bringer (Red Rising #6),Pierce Brown,4.78,4093,2023
1511,Lessons,Ian McEwan,4.05,14070,2022
1512,The Curious Case of Benjamin Button,F. Scott Fitzgerald,3.57,63496,1922
1513,"King of Scars (King of Scars, #1)",Leigh Bardugo,4.17,181096,2019
1514,Batman: White Knight,Sean        Murphy,4.31,13245,2018
1515,The Exorcist,William Peter Blatty,4.2,221564,1971
1516,"Bird Box (Bird Box, #1)",Josh Malerman,4.04,180235,2014
1517,Parachute Kids: A Graphic Novel,Betty C. Tang,4.33,735,2023
1518,"The Chicken Bible: Say Goodbye to Boring Chicken with 500 Recipes for Easy Dinners, Braises, Wings, Stir-Fries, and So Much More",America\'s Test Kitchen,3.99,132,2021
1519,Coraline,Neil Gaiman,4.1,642148,2002
1520,その着せ替え人形は恋をする 9 [Sono Bisque Doll wa Koi wo Suru 9],Shinichi Fukuda,4.22,535,2022
1521,The Great Eggscape!,Jory John,3.79,1933,2020
1522,Wine Girl EXPORT,Victoria James,3.49,6885,2020
1523,The Push,Ashley Audrain,4.07,285318,2021
1524,"Sister, Maiden, Monster",Lucy A. Snyder,3.63,2914,2023
1525,Dark Crisis: Worlds Without a Justice League #1:,Tom King,3.56,100,2023
1526,Bluets,Maggie Nelson,4.11,39328,2009
1527,"Live Your Truth and Other Lies: Exposing Popular Deceptions That Make Us Anxious, Exhausted, and Self-Obsessed",Alisa Childers,4.49,1721,2022
1528,The Beauty of Rain,Jamie Beck,4.36,434,2023
1529,The Devil You Know: Stories of Human Cruelty and Compassion,Gwen Adshead,4.35,4736,2021
1530,She Drives Me Crazy,Kelly Quindlen,4.0,50544,2021
1531,"Exile from ShadowClan (Warriors: Graphic Novels, #3)",Erin Hunter,4.41,561,2022
1532,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,4.25,20006,2015
1533,One Italian Summer,Rebecca Serle,3.61,172440,2022
1534,Love on the Brain,Ali Hazelwood,3.94,326949,2022
1535,One Day With You,Shari Low,4.28,24608,2023
1536,"A Time to Kill (Jake Brigance, #1)",John Grisham,4.11,787914,1989
1537,ギンカとリューナ 3 [Ginka to Gluna 3],Shinpei Watanabe,3.69,16,2023
1538,Love on the Coast (McKinnie Mail Order Brides #7),Ciara Knight,4.4,177,2022
1539,Corkscrew (Nameless: Season Two #5),Dean Koontz,4.27,7651,2021
1540,血の轍 3 [Chi no Wadachi 3],Shuzo Oshimi,4.22,3306,2018
1541,How the Grinch Stole Christmas!,Dr. Seuss,4.37,396948,1957
1542,"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,3.73,223895,2020
1543,Principles: Life and Work,Ray Dalio,4.12,53575,2017
1544,"Lick (Stage Dive, #1)",Kylie Scott,4.07,87473,2013
1545,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,3.97,69305,1995
1546,The Book of Hope: A Survival Guide for Trying Times (Global Icons Series),Jane Goodall,4.2,12061,2021
1547,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.16,329076,2005
1548,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,4.11,62750,2019
1549,The Parrot and the Igloo: Climate and the Science of Denial,David Lipsky,4.03,65,2023
1550,"The Letter Keeper (Murphy Shepherd, #2)",Charles Martin,4.4,11194,2021
1551,Pilu of the Woods,Mai K. Nguyen,4.24,6751,2019
1552,The Exhibitionist,Charlotte Mendelson,3.09,2545,2022
1553,The Beast You Are: Stories,Paul Tremblay,3.43,476,2023
1554,"Magpie Murders (Susan Ryeland, #1)",Anthony Horowitz,3.95,122905,2016
1555,"Something is Killing the Children, Vol. 5",James Tynion IV,4.34,2280,2022
1556,Over the Horizon,Penny Zeller,4.65,62,2023
1557,Real Estate,Deborah Levy,4.28,5264,2021
1558,Malibu Burning (Sharpe &amp; Walker #1),Lee Goldberg,4.42,433,2023
1559,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.09,924723,1990
1560,Mermaid Day,Diana Murray,4.39,122,2023
1561,大東京鬼嫁伝 4 [Dai Tōkyō Oniyome-den 4],Tadaichi Nakama,2.6,10,2023
1562,Nectar of the Wicked (Deadly Divine #1),Ella Fields,4.39,854,2023
1563,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,125941,2003
1564,Fing,David Walliams,4.07,4723,2019
1565,一ノ瀬家の大罪 2 [Ichinose-ke no Taizai 2],Taizan 5,3.88,33,2023
1566,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,4.01,20490,1957
1567,The Last Flight,Julie   Clark,4.11,169018,2020
1568,Man and His Symbols,C.G. Jung,4.19,27207,1964
1569,Are You Afraid of the Dark?,Rin Chupeco,4.06,17,2023
1570,Blaste from the Past,Jessa Kane,3.67,486,2023
1571,"Kill Joy (A Good Girl&#39;s Guide to Murder, #0.5)",Holly  Jackson,3.86,46477,2021
1572,Pete the Cat&#39;s Groovy Imagination,Kimberly  Dean,4.27,656,2021
1573,Knowing What We Know: The Transmission of Knowledge: From Ancient Wisdom to Modern Magic,Simon Winchester,3.93,413,2023
1574,Everyone&#39;s Table: A James Beard Award Winner,Gregory Gourdet,4.38,209,2021
1575,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.13,46991,1999
1576,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,238814,1937
1577,Temple Folk,Aaliyah Bilal,4.19,62,2023
1578,The Anti-Hero,Sara Cate,4.2,5763,2023
1579,That Bonesetter Woman,Frances    Quinn,4.31,873,2022
1580,Switchboard Soldiers,Jennifer Chiaverini,4.08,5439,2022
1581,"Everything, Everything",Nicola Yoon,3.99,587548,2015
1582,The Road to Little Dribbling: Adventures of an American in Britain,Bill Bryson,3.71,35318,2015
1583,Rules of Engagement,J.T. Geissinger,4.07,7720,2020
1584,The Woman in Cabin 10,Ruth Ware,3.74,563542,2016
1585,Someone Else&#39;s Honeymoon,Phoebe MacLeod,3.94,4874,2020
1586,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,3.66,26277,2014
1587,The Philosophy of Modern Song,Bob Dylan,3.81,2455,2022
1588,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.94,716782,2019
1589,The Boy in the Striped Pajamas,John Boyne,4.15,769345,2006
1590,"Fairest of Heart (Texas Ever After, #1)",Karen Witemeyer,4.41,641,2023
1591,"How to Tame a Wild Rogue (The Palace of Rogues, #6)",Julie Anne Long,4.49,497,2023
1592,よふかしのうた 16 [Yofukashi no Uta 16],Kotoyama,4.4,5,2023
1593,Twenty Years Later,Charlie Donlea,4.25,62255,2021
1594,"Anatomy: A Love Story (The Anatomy Duology, #1)",Dana Schwartz,3.82,55211,2022
1595,"Mark of the Fool 3 (Mark of the Fool, #3)",J.M. Clarke,4.49,1615,2023
